iter,time,position,Fnet,Fr,Fd,Fg,a,v,mass
24,0.840000,8.532376,-0.904487,0.000000,0.007843,-0.912330,-9.725666,13.227341,0.093000
25,0.875000,8.977618,-0.896579,0.000000,0.015751,-0.912330,-9.640635,12.889918,0.093000
26,0.910000,9.411197,-0.889152,0.000000,0.023178,-0.912330,-9.560775,12.555291,0.093000
27,0.945000,9.833202,-0.882191,0.000000,0.030139,-0.912330,-9.485928,12.223284,0.093000
28,0.980000,10.243715,-0.875684,0.000000,0.036646,-0.912330,-9.415952,11.893726,0.093000
29,1.015000,10.642814,-0.869616,0.000000,0.042714,-0.912330,-9.350711,11.566451,0.093000
30,1.050000,11.030569,-0.863978,0.000000,0.048352,-0.912330,-9.290083,11.241298,0.093000
31,1.085000,11.407047,-0.858758,0.000000,0.053572,-0.912330,-9.233954,10.918109,0.093000
32,1.120000,11.772308,-0.853946,0.000000,0.058384,-0.912330,-9.182220,10.596732,0.093000
33,1.155000,12.126409,-0.849535,0.000000,0.062795,-0.912330,-9.134785,10.277014,0.093000
34,1.190000,12.469399,-0.845515,0.000000,0.066815,-0.912330,-9.091562,9.958809,0.093000
35,1.225000,12.801323,-0.841880,0.000000,0.070450,-0.912330,-9.052473,9.641973,0.093000
36,1.260000,13.122223,-0.838622,0.000000,0.073708,-0.912330,-9.017446,9.326362,0.093000
37,1.295000,13.432133,-0.835737,0.000000,0.076593,-0.912330,-8.986417,9.011838,0.093000
38,1.330000,13.731084,-0.833218,0.000000,0.079112,-0.912330,-8.959332,8.698261,0.093000
39,1.365000,14.019103,-0.831061,0.000000,0.081269,-0.912330,-8.936140,8.385496,0.093000
40,1.400000,14.296211,-0.829262,0.000000,0.083068,-0.912330,-8.916800,8.073408,0.093000
41,1.435000,14.562424,-0.827819,0.000000,0.084511,-0.912330,-8.901276,7.761864,0.093000
42,1.470000,14.817755,-0.826727,0.000000,0.085603,-0.912330,-8.889539,7.450730,0.093000
43,1.505000,15.062211,-0.825986,0.000000,0.086344,-0.912330,-8.881568,7.139875,0.093000
44,1.540000,15.295794,-0.825593,0.000000,0.086737,-0.912330,-8.877346,6.829168,0.093000
45,1.575000,15.518504,-0.825548,0.000000,0.086782,-0.912330,-8.876864,6.518477,0.093000
46,1.610000,15.730333,-0.825851,0.000000,0.086479,-0.912330,-8.880119,6.207673,0.093000
47,1.645000,15.931272,-0.826502,0.000000,0.085828,-0.912330,-8.887113,5.896624,0.093000
48,1.680000,16.121304,-0.827501,0.000000,0.084829,-0.912330,-8.897857,5.585199,0.093000
49,1.715000,16.300409,-0.828850,0.000000,0.083480,-0.912330,-8.912366,5.273267,0.093000
50,1.750000,16.468563,-0.830552,0.000000,0.081778,-0.912330,-8.930662,4.960693,0.093000
51,1.785000,16.625737,-0.832608,0.000000,0.079722,-0.912330,-8.952773,4.647346,0.093000
52,1.820000,16.771896,-0.835022,0.000000,0.077308,-0.912330,-8.978736,4.333091,0.093000
53,1.855000,16.907001,-0.837799,0.000000,0.074531,-0.912330,-9.008591,4.017790,0.093000
54,1.890000,17.031008,-0.840942,0.000000,0.071388,-0.912330,-9.042387,3.701306,0.093000
55,1.925000,17.143869,-0.844457,0.000000,0.067873,-0.912330,-9.080180,3.383500,0.093000
56,1.960000,17.245529,-0.848349,0.000000,0.063981,-0.912330,-9.122033,3.064229,0.093000
57,1.995000,17.335931,-0.852625,0.000000,0.059705,-0.912330,-9.168015,2.743348,0.093000
58,2.030000,17.415010,-0.857293,0.000000,0.055037,-0.912330,-9.218205,2.420711,0.093000
59,2.065000,17.482696,-0.862360,0.000000,0.049970,-0.912330,-9.272687,2.096167,0.093000
60,2.100000,17.538915,-0.867835,0.000000,0.044495,-0.912330,-9.331558,1.769563,0.093000
61,2.135000,17.583587,-0.873727,0.000000,0.038603,-0.912330,-9.394918,1.440740,0.093000
62,2.170000,17.616625,-0.880048,0.000000,0.032282,-0.912330,-9.462880,1.109540,0.093000
63,2.205000,17.637937,-0.886807,0.000000,0.025523,-0.912330,-9.535564,0.775795,0.093000
64,2.240000,17.647426,-0.894018,0.000000,0.018312,-0.912330,-9.613102,0.439336,0.093000
65,2.275000,17.644987,-0.901694,0.000000,0.010636,-0.912330,-9.695635,0.099989,0.093000
66,2.310000,17.630510,-0.909848,0.000000,0.002482,-0.912330,-9.783315,-0.242427,0.093000
