iter,time,position,Fnet,Fr,Fd,Fg,a,v,mass
33,0.660000,6.715616,2.324811,3.500000,-0.077646,-1.097543,20.779509,16.918372,0.111880
34,0.680000,7.066478,2.316479,3.500000,-0.092257,-1.091264,20.824151,17.334855,0.111240
35,0.700000,7.425693,2.307490,3.500000,-0.107524,-1.084986,20.863385,17.752123,0.110600
36,0.720000,7.793274,2.297847,3.500000,-0.123445,-1.078708,20.897120,18.170065,0.109960
37,0.740000,8.169230,2.287550,3.500000,-0.140021,-1.072429,20.925267,18.588570,0.109320
38,0.760000,8.553570,2.276601,3.500000,-0.157249,-1.066151,20.947742,19.007525,0.108680
39,0.780000,8.946300,2.265001,3.500000,-0.175127,-1.059872,20.964466,19.426815,0.108040
40,0.800000,9.347421,2.252754,3.500000,-0.193652,-1.053594,20.975366,19.846322,0.107400
41,0.820000,9.756936,2.239865,3.500000,-0.212820,-1.047316,20.980374,20.265929,0.106760
42,0.840000,10.174842,2.226337,3.500000,-0.232626,-1.041037,20.979427,20.685518,0.106120
43,0.860000,10.601136,2.212176,3.500000,-0.253065,-1.034759,20.972468,21.104967,0.105480
44,0.880000,11.035811,2.197388,3.500000,-0.274131,-1.028480,20.959447,21.524156,0.104840
45,0.900000,11.478858,2.181981,3.500000,-0.295817,-1.022202,20.940318,21.942963,0.104200
46,0.920000,11.930266,2.165962,3.500000,-0.318114,-1.015924,20.915044,22.361263,0.103560
47,0.940000,12.390022,2.149339,3.500000,-0.341015,-1.009645,20.883593,22.778935,0.102920
48,0.960000,12.858108,2.132123,3.500000,-0.364510,-1.003367,20.845940,23.195854,0.102280
49,0.980000,13.334506,2.114322,3.500000,-0.388589,-0.997088,20.802068,23.611895,0.101640
50,1.000000,13.819196,2.095948,3.500000,-0.413242,-0.990810,20.751965,24.026935,0.101000
51,1.020000,14.312152,2.077013,3.500000,-0.438455,-0.984532,20.695629,24.440847,0.100360
52,1.040000,14.813348,2.057529,3.500000,-0.464218,-0.978253,20.633062,24.853509,0.099720
53,1.060000,15.322757,2.037509,3.500000,-0.490517,-0.971975,20.564276,25.264794,0.099080
54,1.080000,15.840347,2.016966,3.500000,-0.517338,-0.965696,20.489291,25.674580,0.098440
55,1.100000,16.366083,1.995915,3.500000,-0.544667,-0.959418,20.408131,26.082743,0.097800
56,1.120000,16.899930,1.974372,3.500000,-0.572488,-0.953140,20.320831,26.489159,0.097160
57,1.140000,17.441850,1.952352,3.500000,-0.600787,-0.946861,20.227432,26.893708,0.096520
58,1.160000,17.991801,1.929871,3.500000,-0.629546,-0.940583,20.127985,27.296268,0.095880
59,1.180000,18.549740,1.906947,3.500000,-0.658749,-0.934304,20.022544,27.696718,0.095240
60,1.200000,19.115621,1.883597,3.500000,-0.688377,-0.928026,19.911175,28.094942,0.094600
61,1.220000,19.689396,1.859840,3.500000,-0.718413,-0.921748,19.793950,28.490821,0.093960
62,1.240000,20.271015,1.835693,3.500000,-0.748838,-0.915469,19.670949,28.884240,0.093320
63,1.260000,20.837784,-1.691963,0.000000,-0.779633,-0.912330,-18.193148,28.520377,0.093000
64,1.280000,21.397460,-1.663462,0.000000,-0.751132,-0.912330,-17.886688,28.162643,0.093000
65,1.300000,21.950158,-1.635906,0.000000,-0.723576,-0.912330,-17.590387,27.810835,0.093000
66,1.320000,22.495993,-1.609256,0.000000,-0.696926,-0.912330,-17.303825,27.464759,0.093000
67,1.340000,23.035072,-1.583474,0.000000,-0.671144,-0.912330,-17.026606,27.124227,0.093000
68,1.360000,23.567501,-1.558527,0.000000,-0.646197,-0.912330,-16.758354,26.789060,0.093000
69,1.380000,24.093383,-1.534380,0.000000,-0.622050,-0.912330,-16.498712,26.459085,0.093000
70,1.400000,24.612817,-1.511003,0.000000,-0.598673,-0.912330,-16.247340,26.134139,0.093000
71,1.420000,25.125897,-1.488364,0.000000,-0.576034,-0.912330,-16.003917,25.814060,0.093000
72,1.440000,25.632717,-1.466437,0.000000,-0.554107,-0.912330,-15.768137,25.498698,0.093000
73,1.460000,26.133368,-1.445193,0.000000,-0.532863,-0.912330,-15.539710,25.187903,0.093000
74,1.480000,26.627935,-1.424607,0.000000,-0.512277,-0.912330,-15.318358,24.881536,0.093000
75,1.500000,27.116503,-1.404655,0.000000,-0.492325,-0.912330,-15.103818,24.579460,0.093000
76,1.520000,27.599155,-1.385313,0.000000,-0.472983,-0.912330,-14.895841,24.281543,0.093000
77,1.540000,28.075969,-1.366559,0.000000,-0.454229,-0.912330,-14.694187,23.987659,0.093000
78,1.560000,28.547023,-1.348373,0.000000,-0.436043,-0.912330,-14.498630,23.697687,0.093000
79,1.580000,29.012391,-1.330732,0.000000,-0.418402,-0.912330,-14.308951,23.411508,0.093000
80,1.600000,29.472147,-1.313620,0.000000,-0.401290,-0.912330,-14.124946,23.129009,0.093000
81,1.620000,29.926359,-1.297017,0.000000,-0.384687,-0.912330,-13.946416,22.850080,0.093000
82,1.640000,30.375097,-1.280905,0.000000,-0.368575,-0.912330,-13.773173,22.574617,0.093000
83,1.660000,30.818426,-1.265269,0.000000,-0.352939,-0.912330,-13.605038,22.302516,0.093000
84,1.680000,31.256411,-1.250091,0.000000,-0.337761,-0.912330,-13.441840,22.033679,0.093000
85,1.700000,31.689115,-1.235357,0.000000,-0.323027,-0.912330,-13.283414,21.768011,0.093000
86,1.720000,32.116597,-1.221053,0.000000,-0.308723,-0.912330,-13.129603,21.505419,0.093000
87,1.740000,32.538917,-1.207164,0.000000,-0.294834,-0.912330,-12.980258,21.245814,0.093000
88,1.760000,32.956133,-1.193677,0.000000,-0.281347,-0.912330,-12.835236,20.989109,0.093000
89,1.780000,33.368298,-1.180579,0.000000,-0.268249,-0.912330,-12.694399,20.735221,0.093000
90,1.800000,33.775468,-1.167858,0.000000,-0.255528,-0.912330,-12.557617,20.484069,0.093000
91,1.820000,34.177694,-1.155503,0.000000,-0.243173,-0.912330,-12.424764,20.235574,0.093000
92,1.840000,34.575028,-1.143502,0.000000,-0.231172,-0.912330,-12.295719,19.989659,0.093000
93,1.860000,34.967519,-1.131844,0.000000,-0.219514,-0.912330,-12.170367,19.746252,0.093000
94,1.880000,35.355215,-1.120520,0.000000,-0.208190,-0.912330,-12.048599,19.505280,0.093000
95,1.900000,35.738163,-1.109519,0.000000,-0.197189,-0.912330,-11.930309,19.266674,0.093000
96,1.920000,36.116407,-1.098832,0.000000,-0.186502,-0.912330,-11.815394,19.030366,0.093000
97,1.940000,36.489992,-1.088450,0.000000,-0.176120,-0.912330,-11.703758,18.796291,0.093000
98,1.960000,36.858961,-1.078364,0.000000,-0.166034,-0.912330,-11.595309,18.564384,0.093000
99,1.980000,37.223354,-1.068566,0.000000,-0.156236,-0.912330,-11.489955,18.334585,0.093000
100,2.000000,37.583214,-1.059048,0.000000,-0.146718,-0.912330,-11.387613,18.106833,0.093000
101,2.020000,37.938577,-1.049803,0.000000,-0.137473,-0.912330,-11.288199,17.881069,0.093000
102,2.040000,38.289484,-1.040822,0.000000,-0.128492,-0.912330,-11.191635,17.657236,0.093000
103,2.060000,38.635970,-1.032099,0.000000,-0.119769,-0.912330,-11.097844,17.435280,0.093000
104,2.080000,38.978071,-1.023628,0.000000,-0.111298,-0.912330,-11.006754,17.215144,0.093000
105,2.100000,39.315823,-1.015402,0.000000,-0.103072,-0.912330,-10.918296,16.996779,0.093000
106,2.120000,39.649259,-1.007413,0.000000,-0.095083,-0.912330,-10.832402,16.780131,0.093000
107,2.140000,39.978412,-0.999658,0.000000,-0.087328,-0.912330,-10.749008,16.565150,0.093000
108,2.160000,40.303315,-0.992129,0.000000,-0.079799,-0.912330,-10.668052,16.351789,0.093000
109,2.180000,40.623997,-0.984821,0.000000,-0.072491,-0.912330,-10.589474,16.140000,0.093000
110,2.200000,40.940489,-0.977729,0.000000,-0.065399,-0.912330,-10.513218,15.929735,0.093000
111,2.220000,41.252820,-0.970848,0.000000,-0.058518,-0.912330,-10.439229,15.720951,0.093000
112,2.240000,41.561019,-0.964173,0.000000,-0.051843,-0.912330,-10.367453,15.513602,0.093000
113,2.260000,41.865112,-0.957699,0.000000,-0.045369,-0.912330,-10.297842,15.307645,0.093000
114,2.280000,42.165127,-0.951422,0.000000,-0.039092,-0.912330,-10.230345,15.103038,0.093000
115,2.300000,42.461088,-0.945337,0.000000,-0.033007,-0.912330,-10.164916,14.899740,0.093000
116,2.320000,42.753022,-0.939441,0.000000,-0.027111,-0.912330,-10.101511,14.697710,0.093000
117,2.340000,43.040952,-0.933728,0.000000,-0.021398,-0.912330,-10.040087,14.496908,0.093000
118,2.360000,43.324902,-0.928196,0.000000,-0.015866,-0.912330,-9.980601,14.297296,0.093000
119,2.380000,43.604894,-0.922840,0.000000,-0.010510,-0.912330,-9.923015,14.098835,0.093000
120,2.400000,43.880951,-0.917658,0.000000,-0.005328,-0.912330,-9.867290,13.901490,0.093000
121,2.420000,44.153092,-0.912645,0.000000,-0.000315,-0.912330,-9.813390,13.705222,0.093000
122,2.440000,44.421340,-0.907799,0.000000,0.004531,-0.912330,-9.761280,13.509996,0.093000
123,2.460000,44.685713,-0.903116,0.000000,0.009214,-0.912330,-9.710926,13.315778,0.093000
124,2.480000,44.946232,-0.898593,0.000000,0.013737,-0.912330,-9.662295,13.122532,0.093000
125,2.500000,45.202913,-0.894228,0.000000,0.018102,-0.912330,-9.615357,12.930225,0.093000
126,2.520000,45.455775,-0.890018,0.000000,0.022312,-0.912330,-9.570082,12.738823,0.093000
127,2.540000,45.704836,-0.885959,0.000000,0.026371,-0.912330,-9.526442,12.548294,0.093000
128,2.560000,45.950111,-0.882050,0.000000,0.030280,-0.912330,-9.484409,12.358606,0.093000
129,2.580000,46.191617,-0.878288,0.000000,0.034042,-0.912330,-9.443958,12.169727,0.093000
130,2.600000,46.429369,-0.874671,0.000000,0.037659,-0.912330,-9.405063,11.981626,0.093000
131,2.620000,46.663380,-0.871196,0.000000,0.041134,-0.912330,-9.367701,11.794272,0.093000
132,2.640000,46.893667,-0.867862,0.000000,0.044468,-0.912330,-9.331849,11.607635,0.093000
133,2.660000,47.120241,-0.864666,0.000000,0.047664,-0.912330,-9.297485,11.421685,0.093000
134,2.680000,47.343116,-0.861607,0.000000,0.050723,-0.912330,-9.264588,11.236393,0.093000
135,2.700000,47.562304,-0.858682,0.000000,0.053648,-0.912330,-9.233139,11.051730,0.093000
136,2.720000,47.777817,-0.855890,0.000000,0.056440,-0.912330,-9.203119,10.867668,0.093000
137,2.740000,47.989665,-0.853229,0.000000,0.059101,-0.912330,-9.174510,10.684178,0.093000
138,2.760000,48.197860,-0.850699,0.000000,0.061631,-0.912330,-9.147296,10.501232,0.093000
139,2.780000,48.402412,-0.848296,0.000000,0.064034,-0.912330,-9.121460,10.318803,0.093000
140,2.800000,48.603330,-0.846020,0.000000,0.066310,-0.912330,-9.096987,10.136863,0.093000
141,2.820000,48.800623,-0.843869,0.000000,0.068461,-0.912330,-9.073862,9.955386,0.093000
142,2.840000,48.994300,-0.841843,0.000000,0.070487,-0.912330,-9.052073,9.774344,0.093000
143,2.860000,49.184367,-0.839939,0.000000,0.072391,-0.912330,-9.031607,9.593712,0.093000
144,2.880000,49.370834,-0.838158,0.000000,0.074172,-0.912330,-9.012451,9.413463,0.093000
145,2.900000,49.553707,-0.836497,0.000000,0.075833,-0.912330,-8.994595,9.233571,0.093000
146,2.920000,49.732991,-0.834957,0.000000,0.077373,-0.912330,-8.978028,9.054011,0.093000
147,2.940000,49.908694,-0.833535,0.000000,0.078795,-0.912330,-8.962741,8.874756,0.093000
148,2.960000,50.080820,-0.832231,0.000000,0.080099,-0.912330,-8.948725,8.695781,0.093000
149,2.980000,50.249374,-0.831045,0.000000,0.081285,-0.912330,-8.935972,8.517062,0.093000
150,3.000000,50.414360,-0.829976,0.000000,0.082354,-0.912330,-8.924474,8.338572,0.093000
151,3.020000,50.575783,-0.829023,0.000000,0.083307,-0.912330,-8.914225,8.160288,0.093000
152,3.040000,50.733646,-0.828185,0.000000,0.084145,-0.912330,-8.905219,7.982183,0.093000
153,3.060000,50.887951,-0.827463,0.000000,0.084867,-0.912330,-8.897450,7.804234,0.093000
154,3.080000,51.038701,-0.826855,0.000000,0.085475,-0.912330,-8.890915,7.626416,0.093000
155,3.100000,51.185898,-0.826362,0.000000,0.085968,-0.912330,-8.885609,7.448704,0.093000
156,3.120000,51.329543,-0.825982,0.000000,0.086348,-0.912330,-8.881528,7.271073,0.093000
157,3.140000,51.469638,-0.825716,0.000000,0.086614,-0.912330,-8.878672,7.093500,0.093000
158,3.160000,51.606181,-0.825564,0.000000,0.086766,-0.912330,-8.877037,6.915959,0.093000
159,3.180000,51.739175,-0.825526,0.000000,0.086804,-0.912330,-8.876623,6.738427,0.093000
160,3.200000,51.868617,-0.825601,0.000000,0.086729,-0.912330,-8.877428,6.560878,0.093000
161,3.220000,51.994507,-0.825789,0.000000,0.086541,-0.912330,-8.879454,6.383289,0.093000
162,3.240000,52.116843,-0.826091,0.000000,0.086239,-0.912330,-8.882702,6.205635,0.093000
163,3.260000,52.235623,-0.826507,0.000000,0.085823,-0.912330,-8.887172,6.027892,0.093000
164,3.280000,52.350845,-0.827037,0.000000,0.085293,-0.912330,-8.892866,5.850034,0.093000
165,3.300000,52.462506,-0.827680,0.000000,0.084650,-0.912330,-8.899789,5.672039,0.093000
166,3.320000,52.570602,-0.828439,0.000000,0.083891,-0.912330,-8.907943,5.493880,0.093000
167,3.340000,52.675129,-0.829312,0.000000,0.083018,-0.912330,-8.917332,5.315533,0.093000
168,3.360000,52.776083,-0.830300,0.000000,0.082030,-0.912330,-8.927962,5.136974,0.093000
169,3.380000,52.873459,-0.831405,0.000000,0.080925,-0.912330,-8.939838,4.958177,0.093000
170,3.400000,52.967250,-0.832626,0.000000,0.079704,-0.912330,-8.952967,4.779118,0.093000
171,3.420000,53.057452,-0.833964,0.000000,0.078366,-0.912330,-8.967355,4.599771,0.093000
172,3.440000,53.144058,-0.835420,0.000000,0.076910,-0.912330,-8.983010,4.420110,0.093000
173,3.460000,53.227060,-0.836995,0.000000,0.075335,-0.912330,-8.999941,4.240112,0.093000
174,3.480000,53.306452,-0.838689,0.000000,0.073641,-0.912330,-9.018157,4.059748,0.093000
175,3.500000,53.382224,-0.840503,0.000000,0.071827,-0.912330,-9.037668,3.878995,0.093000
176,3.520000,53.454369,-0.842439,0.000000,0.069891,-0.912330,-9.058484,3.697825,0.093000
177,3.540000,53.522877,-0.844497,0.000000,0.067833,-0.912330,-9.080617,3.516213,0.093000
178,3.560000,53.587739,-0.846679,0.000000,0.065651,-0.912330,-9.104080,3.334132,0.093000
179,3.580000,53.648944,-0.848986,0.000000,0.063344,-0.912330,-9.128885,3.151554,0.093000
180,3.600000,53.706482,-0.851419,0.000000,0.060911,-0.912330,-9.155046,2.968453,0.093000
181,3.620000,53.760342,-0.853980,0.000000,0.058350,-0.912330,-9.182578,2.784801,0.093000
182,3.640000,53.810511,-0.856669,0.000000,0.055661,-0.912330,-9.211497,2.600571,0.093000
183,3.660000,53.856977,-0.859489,0.000000,0.052841,-0.912330,-9.241818,2.415735,0.093000
184,3.680000,53.899728,-0.862441,0.000000,0.049889,-0.912330,-9.273559,2.230264,0.093000
185,3.700000,53.938749,-0.865527,0.000000,0.046803,-0.912330,-9.306739,2.044129,0.093000
186,3.720000,53.974027,-0.868748,0.000000,0.043582,-0.912330,-9.341376,1.857302,0.093000
187,3.740000,54.005546,-0.872107,0.000000,0.040223,-0.912330,-9.377491,1.669752,0.093000
188,3.760000,54.033292,-0.875605,0.000000,0.036725,-0.912330,-9.415105,1.481450,0.093000
189,3.780000,54.057249,-0.879244,0.000000,0.033086,-0.912330,-9.454239,1.292365,0.093000
190,3.800000,54.077399,-0.883027,0.000000,0.029303,-0.912330,-9.494917,1.102467,0.093000
191,3.820000,54.093726,-0.886956,0.000000,0.025374,-0.912330,-9.537163,0.911723,0.093000
192,3.840000,54.106212,-0.891033,0.000000,0.021297,-0.912330,-9.581002,0.720103,0.093000
193,3.860000,54.114838,-0.895261,0.000000,0.017069,-0.912330,-9.626460,0.527574,0.093000
194,3.880000,54.119585,-0.899642,0.000000,0.012688,-0.912330,-9.673566,0.334103,0.093000
195,3.900000,54.120434,-0.904178,0.000000,0.008152,-0.912330,-9.722348,0.139656,0.093000
196,3.920000,54.117363,-0.908874,0.000000,0.003456,-0.912330,-9.772836,-0.055801,0.093000
