iter,time,position,Fnet,Fr,Fd,Fg,a,v,mass
128,2.560000,75.241683,-1.585780,0.000000,-0.673450,-0.912330,-17.051395,27.154913,0.093000
129,2.580000,75.774712,-1.560758,0.000000,-0.648428,-0.912330,-16.782344,26.819267,0.093000
130,2.600000,76.301184,-1.536540,0.000000,-0.624210,-0.912330,-16.521934,26.488828,0.093000
131,2.620000,76.821198,-1.513094,0.000000,-0.600764,-0.912330,-16.269825,26.163431,0.093000
132,2.640000,77.334852,-1.490389,0.000000,-0.578059,-0.912330,-16.025693,25.842918,0.093000
133,2.660000,77.842236,-1.468399,0.000000,-0.556069,-0.912330,-15.789232,25.527133,0.093000
134,2.680000,78.343443,-1.447094,0.000000,-0.534764,-0.912330,-15.560148,25.215930,0.093000
135,2.700000,78.838559,-1.426449,0.000000,-0.514119,-0.912330,-15.338165,24.909167,0.093000
136,2.720000,79.327668,-1.406441,0.000000,-0.494111,-0.912330,-15.123018,24.606706,0.093000
137,2.740000,79.810854,-1.387044,0.000000,-0.474714,-0.912330,-14.914455,24.308417,0.093000
138,2.760000,80.288195,-1.368238,0.000000,-0.455908,-0.912330,-14.712237,24.014172,0.093000
139,2.780000,80.759769,-1.350001,0.000000,-0.437671,-0.912330,-14.516135,23.723850,0.093000
140,2.800000,81.225650,-1.332312,0.000000,-0.419982,-0.912330,-14.325932,23.437331,0.093000
141,2.820000,81.685912,-1.315152,0.000000,-0.402822,-0.912330,-14.141419,23.154503,0.093000
142,2.840000,82.140624,-1.298503,0.000000,-0.386173,-0.912330,-13.962400,22.875255,0.093000
143,2.860000,82.589856,-1.282348,0.000000,-0.370018,-0.912330,-13.788685,22.599481,0.093000
144,2.880000,83.033674,-1.266669,0.000000,-0.354339,-0.912330,-13.620094,22.327079,0.093000
145,2.900000,83.472141,-1.251450,0.000000,-0.339120,-0.912330,-13.456454,22.057950,0.093000
146,2.920000,83.905322,-1.236677,0.000000,-0.324347,-0.912330,-13.297601,21.791998,0.093000
147,2.940000,84.333276,-1.222334,0.000000,-0.310004,-0.912330,-13.143378,21.529130,0.093000
148,2.960000,84.756062,-1.208408,0.000000,-0.296078,-0.912330,-12.993634,21.269258,0.093000
149,2.980000,85.173739,-1.194885,0.000000,-0.282555,-0.912330,-12.848225,21.012293,0.093000
150,3.000000,85.586360,-1.181752,0.000000,-0.269422,-0.912330,-12.707014,20.758153,0.093000
151,3.020000,85.993981,-1.168998,0.000000,-0.256668,-0.912330,-12.569869,20.506756,0.093000
152,3.040000,86.396654,-1.156610,0.000000,-0.244280,-0.912330,-12.436664,20.258022,0.093000
153,3.060000,86.794430,-1.144577,0.000000,-0.232247,-0.912330,-12.307278,20.011877,0.093000
154,3.080000,87.187359,-1.132888,0.000000,-0.220558,-0.912330,-12.181596,19.768245,0.093000
155,3.100000,87.575488,-1.121534,0.000000,-0.209204,-0.912330,-12.059507,19.527055,0.093000
156,3.120000,87.958865,-1.110504,0.000000,-0.198174,-0.912330,-11.940905,19.288237,0.093000
157,3.140000,88.337534,-1.099789,0.000000,-0.187459,-0.912330,-11.825688,19.051723,0.093000
158,3.160000,88.711540,-1.089380,0.000000,-0.177050,-0.912330,-11.713759,18.817448,0.093000
159,3.180000,89.080926,-1.079267,0.000000,-0.166937,-0.912330,-11.605024,18.585347,0.093000
160,3.200000,89.445734,-1.069444,0.000000,-0.157114,-0.912330,-11.499393,18.355359,0.093000
161,3.220000,89.806003,-1.059901,0.000000,-0.147571,-0.912330,-11.396781,18.127424,0.093000
162,3.240000,90.161773,-1.050631,0.000000,-0.138301,-0.912330,-11.297104,17.901482,0.093000
163,3.260000,90.513082,-1.041626,0.000000,-0.129296,-0.912330,-11.200284,17.677476,0.093000
164,3.280000,90.859968,-1.032881,0.000000,-0.120551,-0.912330,-11.106245,17.455351,0.093000
165,3.300000,91.202466,-1.024387,0.000000,-0.112057,-0.912330,-11.014913,17.235053,0.093000
166,3.320000,91.540612,-1.016138,0.000000,-0.103808,-0.912330,-10.926219,17.016528,0.093000
167,3.340000,91.874438,-1.008129,0.000000,-0.095799,-0.912330,-10.840095,16.799726,0.093000
168,3.360000,92.203979,-1.000352,0.000000,-0.088022,-0.912330,-10.756476,16.584597,0.093000
169,3.380000,92.529265,-0.992803,0.000000,-0.080473,-0.912330,-10.675301,16.371091,0.093000
170,3.400000,92.850329,-0.985475,0.000000,-0.073145,-0.912330,-10.596510,16.159161,0.093000
171,3.420000,93.167201,-0.978364,0.000000,-0.066034,-0.912330,-10.520046,15.948760,0.093000
172,3.440000,93.479908,-0.971464,0.000000,-0.059134,-0.912330,-10.445853,15.739843,0.093000
173,3.460000,93.788481,-0.964771,0.000000,-0.052441,-0.912330,-10.373879,15.532365,0.093000
174,3.480000,94.092946,-0.958279,0.000000,-0.045949,-0.912330,-10.304072,15.326284,0.093000
175,3.500000,94.393329,-0.951984,0.000000,-0.039654,-0.912330,-10.236386,15.121556,0.093000
176,3.520000,94.689658,-0.945882,0.000000,-0.033552,-0.912330,-10.170771,14.918141,0.093000
177,3.540000,94.981957,-0.939968,0.000000,-0.027638,-0.912330,-10.107184,14.715997,0.093000
178,3.560000,95.270249,-0.934239,0.000000,-0.021909,-0.912330,-10.045582,14.515085,0.093000
179,3.580000,95.554559,-0.928691,0.000000,-0.016361,-0.912330,-9.985922,14.315367,0.093000
180,3.600000,95.834910,-0.923319,0.000000,-0.010989,-0.912330,-9.928165,14.116804,0.093000
181,3.620000,96.111323,-0.918121,0.000000,-0.005791,-0.912330,-9.872273,13.919358,0.093000
182,3.640000,96.383819,-0.913093,0.000000,-0.000763,-0.912330,-9.818209,13.722994,0.093000
183,3.660000,96.652419,-0.908232,0.000000,0.004098,-0.912330,-9.765937,13.527675,0.093000
184,3.680000,96.917143,-0.903535,0.000000,0.008795,-0.912330,-9.715425,13.333367,0.093000
185,3.700000,97.178011,-0.898997,0.000000,0.013333,-0.912330,-9.666639,13.140034,0.093000
186,3.720000,97.435040,-0.894618,0.000000,0.017712,-0.912330,-9.619549,12.947643,0.093000
187,3.740000,97.688248,-0.890394,0.000000,0.021936,-0.912330,-9.574124,12.756160,0.093000
188,3.760000,97.937653,-0.886321,0.000000,0.026009,-0.912330,-9.530337,12.565554,0.093000
189,3.780000,98.183271,-0.882399,0.000000,0.029931,-0.912330,-9.488159,12.375791,0.093000
190,3.800000,98.425118,-0.878624,0.000000,0.033706,-0.912330,-9.447565,12.186839,0.093000
191,3.820000,98.663210,-0.874993,0.000000,0.037337,-0.912330,-9.408530,11.998669,0.093000
192,3.840000,98.897561,-0.871506,0.000000,0.040824,-0.912330,-9.371030,11.811248,0.093000
193,3.860000,99.128185,-0.868159,0.000000,0.044171,-0.912330,-9.335041,11.624547,0.093000
194,3.880000,99.355095,-0.864950,0.000000,0.047380,-0.912330,-9.300543,11.438536,0.093000
195,3.900000,99.578306,-0.861879,0.000000,0.050451,-0.912330,-9.267514,11.253186,0.093000
196,3.920000,99.797828,-0.858942,0.000000,0.053388,-0.912330,-9.235934,11.068467,0.093000
197,3.940000,100.013674,-0.856138,0.000000,0.056192,-0.912330,-9.205786,10.884352,0.093000
198,3.960000,100.225854,-0.853466,0.000000,0.058864,-0.912330,-9.177050,10.700811,0.093000
199,3.980000,100.434381,-0.850923,0.000000,0.061407,-0.912330,-9.149709,10.517816,0.093000
200,4.000000,100.639263,-0.848509,0.000000,0.063821,-0.912330,-9.123749,10.335341,0.093000
201,4.020000,100.840510,-0.846221,0.000000,0.066109,-0.912330,-9.099152,10.153358,0.093000
202,4.040000,101.038132,-0.844059,0.000000,0.068271,-0.912330,-9.075906,9.971840,0.093000
203,4.060000,101.232136,-0.842022,0.000000,0.070308,-0.912330,-9.053996,9.790760,0.093000
204,4.080000,101.422531,-0.840107,0.000000,0.072223,-0.912330,-9.033410,9.610092,0.093000
205,4.100000,101.609325,-0.838315,0.000000,0.074015,-0.912330,-9.014136,9.429809,0.093000
206,4.120000,101.792523,-0.836643,0.000000,0.075687,-0.912330,-8.996163,9.249886,0.093000
207,4.140000,101.972133,-0.835092,0.000000,0.077238,-0.912330,-8.979479,9.070297,0.093000
208,4.160000,102.148161,-0.833659,0.000000,0.078671,-0.912330,-8.964076,8.891015,0.093000
209,4.180000,102.320611,-0.832345,0.000000,0.079985,-0.912330,-8.949945,8.712016,0.093000
210,4.200000,102.489489,-0.831148,0.000000,0.081182,-0.912330,-8.937077,8.533275,0.093000
211,4.220000,102.654799,-0.830068,0.000000,0.082262,-0.912330,-8.925466,8.354765,0.093000
212,4.240000,102.816546,-0.829105,0.000000,0.083225,-0.912330,-8.915104,8.176463,0.093000
213,4.260000,102.974731,-0.828257,0.000000,0.084073,-0.912330,-8.905985,7.998344,0.093000
214,4.280000,103.129359,-0.827524,0.000000,0.084806,-0.912330,-8.898104,7.820381,0.093000
215,4.300000,103.280432,-0.826906,0.000000,0.085424,-0.912330,-8.891457,7.642552,0.093000
216,4.320000,103.427952,-0.826402,0.000000,0.085928,-0.912330,-8.886040,7.464832,0.093000
217,4.340000,103.571919,-0.826012,0.000000,0.086318,-0.912330,-8.881848,7.287195,0.093000
218,4.360000,103.712336,-0.825736,0.000000,0.086594,-0.912330,-8.878881,7.109617,0.093000
219,4.380000,103.849202,-0.825574,0.000000,0.086756,-0.912330,-8.877135,6.932074,0.093000
220,4.400000,103.982517,-0.825525,0.000000,0.086805,-0.912330,-8.876610,6.754542,0.093000
221,4.420000,104.112282,-0.825589,0.000000,0.086741,-0.912330,-8.877305,6.576996,0.093000
222,4.440000,104.238494,-0.825767,0.000000,0.086563,-0.912330,-8.879220,6.399412,0.093000
223,4.460000,104.361153,-0.826059,0.000000,0.086271,-0.912330,-8.882356,6.221764,0.093000
224,4.480000,104.480256,-0.826465,0.000000,0.085865,-0.912330,-8.886715,6.044030,0.093000
225,4.500000,104.595801,-0.826984,0.000000,0.085346,-0.912330,-8.892299,5.866184,0.093000
226,4.520000,104.707786,-0.827617,0.000000,0.084713,-0.912330,-8.899110,5.688202,0.093000
227,4.540000,104.816205,-0.828365,0.000000,0.083965,-0.912330,-8.907152,5.510059,0.093000
228,4.560000,104.921057,-0.829228,0.000000,0.083102,-0.912330,-8.916429,5.331730,0.093000
229,4.580000,105.022335,-0.830206,0.000000,0.082124,-0.912330,-8.926946,5.153191,0.093000
230,4.600000,105.120036,-0.831300,0.000000,0.081030,-0.912330,-8.938709,4.974417,0.093000
231,4.620000,105.214153,-0.832510,0.000000,0.079820,-0.912330,-8.951723,4.795383,0.093000
232,4.640000,105.304681,-0.833838,0.000000,0.078492,-0.912330,-8.965997,4.616063,0.093000
233,4.660000,105.391613,-0.835283,0.000000,0.077047,-0.912330,-8.981536,4.436432,0.093000
234,4.680000,105.474943,-0.836847,0.000000,0.075483,-0.912330,-8.998351,4.256465,0.093000
235,4.700000,105.554662,-0.838530,0.000000,0.073800,-0.912330,-9.016450,4.076136,0.093000
236,4.720000,105.630764,-0.840333,0.000000,0.071997,-0.912330,-9.035843,3.895419,0.093000
237,4.740000,105.703238,-0.842258,0.000000,0.070072,-0.912330,-9.056540,3.714288,0.093000
238,4.760000,105.772077,-0.844305,0.000000,0.068025,-0.912330,-9.078554,3.532717,0.093000
239,4.780000,105.837270,-0.846476,0.000000,0.065854,-0.912330,-9.101895,3.350679,0.093000
240,4.800000,105.898808,-0.848772,0.000000,0.063558,-0.912330,-9.126578,3.168148,0.093000
241,4.820000,105.956679,-0.851193,0.000000,0.061137,-0.912330,-9.152615,2.985096,0.093000
242,4.840000,106.010873,-0.853742,0.000000,0.058588,-0.912330,-9.180022,2.801495,0.093000
243,4.860000,106.061378,-0.856420,0.000000,0.055910,-0.912330,-9.208814,2.617319,0.093000
244,4.880000,106.108181,-0.859228,0.000000,0.053102,-0.912330,-9.239007,2.432539,0.093000
245,4.900000,106.151269,-0.862168,0.000000,0.050162,-0.912330,-9.270619,2.247126,0.093000
246,4.920000,106.190629,-0.865241,0.000000,0.047089,-0.912330,-9.303668,2.061053,0.093000
247,4.940000,106.226247,-0.868450,0.000000,0.043880,-0.912330,-9.338172,1.874290,0.093000
248,4.960000,106.258109,-0.871796,0.000000,0.040534,-0.912330,-9.374152,1.686807,0.093000
249,4.980000,106.286198,-0.875281,0.000000,0.037049,-0.912330,-9.411628,1.498574,0.093000
250,5.000000,106.310499,-0.878908,0.000000,0.033422,-0.912330,-9.450623,1.309562,0.093000
251,5.020000,106.330996,-0.882678,0.000000,0.029652,-0.912330,-9.491160,1.119738,0.093000
252,5.040000,106.347670,-0.886593,0.000000,0.025737,-0.912330,-9.533262,0.929073,0.093000
253,5.060000,106.360506,-0.890657,0.000000,0.021673,-0.912330,-9.576956,0.737534,0.093000
254,5.080000,106.369483,-0.894871,0.000000,0.017459,-0.912330,-9.622266,0.545089,0.093000
255,5.100000,106.374583,-0.899238,0.000000,0.013092,-0.912330,-9.669222,0.351704,0.093000
256,5.120000,106.375787,-0.903760,0.000000,0.008570,-0.912330,-9.717850,0.157347,0.093000
257,5.140000,106.373073,-0.908441,0.000000,0.003889,-0.912330,-9.768182,-0.038016,0.093000
